SENTENCE,DETAILS
"Of browns and reds and yellows, like an autumn forest, was the foliage, with here and there patches of dark-green, as of conifers.",browns<<NNS>> reds<<NNS>> yellows<<NNS>> autumn<<NN>> forest<<NN>> was<<VBD>> foliage<<NN>> here<<RB>> there<<RB>> patches<<NNS>> dark-green<<JJ>> conifers<<NNS>>
"Five miles or more, on each side, the forests swept, and then were lost to sight in the haze.",Five<<CD>> miles<<NNS>> more<<JJR>> side<<NN>> forests<<NNS>> swept<<VBD>> then<<RB>> were<<VBD>> lost<<VBN>> sight<<VB>> haze<<NN>>
"I turned and faced an immensity of crimson waters, unbroken, a true sea, if ever there was one.",turned<<VBD>> faced<<VBD>> immensity<<NN>> crimson<<NN>> waters<<NNS>> unbroken<<JJ>> true<<JJ>> sea<<NN>> ever<<RB>> was<<VBD>> one<<CD>>
"A breeze blew--the first real wind I had encountered in the hidden places; under it the surface, that had been as molten lacquer, rippled and dimpled.",breeze<<NN>> blew<<NN>> first<<JJ>> real<<JJ>> wind<<NN>> had<<VBD>> encountered<<VBN>> hidden<<JJ>> places<<NNS>> surface<<NN>> had<<VBD>> been<<VBN>> molten<<JJ>> lacquer<<NN>> rippled<<VBN>> dimpled<<VBN>>
Little waves broke with a spray of rose-pearls and rubies.,Little<<JJ>> waves<<NNS>> broke<<VBD>> spray<<NN>> rose-pearls<<JJ>> rubies<<NNS>>
"The giant Medusae drifted--stately, luminous kaleidoscopic elfin moons.",giant<<JJ>> Medusae<<NNP>> drifted<<VBD>> stately<<RB>> luminous<<JJ>> kaleidoscopic<<NN>> elfin<<NN>> moons<<NNS>>
"Far down, peeping around a jutting tower of the cliff, I saw dipping with the motion of the waves a floating garden.",Far<<NNP>> down<<RB>> peeping<<VBG>> jutting<<VBG>> tower<<NN>> cliff<<NN>> saw<<VBD>> dipping<<VBG>> motion<<NN>> waves<<NNS>> floating<<VBG>> garden<<NN>>
"The flowers, too, were luminous--indeed sparkling--gleaming brilliants of scarlet and vermilions lighter than the flood on which they lay, mauves and odd shades of reddish-blue.",flowers<<NNS>> too<<RB>> were<<VBD>> luminous<<JJ>> indeed<<RB>> sparkling<<VBG>> gleaming<<VBG>> brilliants<<NNS>> scarlet<<NN>> vermilions<<NNS>> lighter<<JJR>> flood<<NN>> lay<<VBD>> mauves<<NNS>> odd<<JJ>> shades<<NNS>> reddish-blue<<NN>>
They gleamed and shone like a little lake of jewels.,gleamed<<VBD>> shone<<NN>> little<<JJ>> lake<<NN>> jewels<<NNS>>
Rador broke in upon my musings.,Rador<<NNP>> broke<<VBD>> musings<<NNS>>
"""Lakla comes!",Lakla<<NNP>> comes<<VBZ>>
"Let us go down.""",Let<<VB>> go<<VB>>
"It was a shy Lakla who came slowly around the end of the path and, blushing furiously, held her hands out to Larry.",was<<VBD>> shy<<JJ>> Lakla<<NNP>> came<<VBD>> slowly<<RB>> end<<NN>> path<<NN>> blushing<<VBG>> furiously<<RB>> held<<VBD>> hands<<NNS>> Larry<<NNP>>
"And the Irishman took them, placed them over his heart, kissed them with a tenderness that had been lacking in the half-mocking, half-fierce caresses he had given the priestess.",Irishman<<NNP>> took<<VBD>> placed<<VBD>> heart<<NN>> kissed<<VBD>> tenderness<<NN>> had<<VBD>> been<<VBN>> lacking<<VBG>> half-mocking<<NN>> half-fierce<<NN>> caresses<<NNS>> had<<VBD>> given<<VBN>> priestess<<NN>>
"She blushed deeper, holding out the tapering fingers--then pressed them to her own heart.",blushed<<VBD>> deeper<<NN>> holding<<VBG>> tapering<<VBG>> fingers<<NNS>> then<<RB>> pressed<<VBD>> own<<JJ>> heart<<NN>>
"""I like the touch of your lips, Larry,"" she whispered.",like<<VBP>> touch<<NN>> lips<<NNS>> Larry<<NNP>> whispered<<VBD>>
"""They warm me here""--she pressed her heart again--""and they send little sparkles of light through me.""",warm<<VBD>> here<<RB>> pressed<<VBD>> heart<<NN>> again<<RB>> send<<VBP>> little<<JJ>> sparkles<<NNS>> light<<NN>>
"Her brows tilted perplexedly, accenting the nuance of diablerie, delicate and fascinating, that they cast upon the flower face.",brows<<NNS>> tilted<<VBN>> perplexedly<<RB>> accenting<<VBG>> nuance<<NN>> diablerie<<NN>> delicate<<NN>> fascinating<<NN>> cast<<VBP>> flower<<NN>> face<<NN>>
"""Do you?""",Do<<VB>>
whispered the O'Keefe fervently.,whispered<<VBD>> O'Keefe<<NNP>> fervently<<RB>>
"""Do you, Lakla?""",Do<<VBP>> Lakla<<VB>>
He bent toward her.,bent<<VBD>>
She caught the amused glance of Rador; drew herself aside half-haughtily.,caught<<VBD>> amused<<JJ>> glance<<NN>> Rador<<NNP>> drew<<VBD>> aside<<RB>> half-haughtily<<RB>>
"""Rador,"" she said, ""is it not time that you and the strong one, Olaf, were setting forth?""",Rador<<NN>> said<<VBD>> is<<VBZ>> not<<RB>> time<<NN>> strong<<JJ>> one<<CD>> Olaf<<NNP>> were<<VBD>> setting<<VBG>> forth<<NN>>
"""Truly it is, handmaiden,"" he answered respectfully enough--yet with a current of laughter under his words.",Truly<<VB>> is<<VBZ>> handmaiden<<NN>> answered<<VBD>> respectfully<<RB>> enough<<RB>> yet<<RB>> current<<JJ>> laughter<<NN>> words<<NNS>>
"""But as you know the strong one, Olaf, wished to see his friends here before we were gone--and he comes even now,"" he added, glancing down the pathway, along which came striding the Norseman.",know<<VBP>> strong<<JJ>> one<<CD>> Olaf<<NNP>> wished<<VBD>> see<<VB>> friends<<NNS>> here<<RB>> were<<VBD>> gone<<VBN>> comes<<VBZ>> even<<RB>> now<<RB>> added<<VBD>> glancing<<VBG>> pathway<<NN>> came<<VBD>> striding<<VBG>> Norseman<<NNP>>
As he faced us I saw that a transformation had been wrought in him.,faced<<VBD>> saw<<VBD>> transformation<<NN>> had<<VBD>> been<<VBN>> wrought<<VBN>>
"Gone was the pitiful seeking, and gone too the just as pitiful hope.",Gone<<NN>> was<<VBD>> pitiful<<JJ>> seeking<<VBG>> gone<<VBN>> too<<RB>> just<<RB>> pitiful<<JJ>> hope<<NN>>
The set face softened as he looked at the Golden Girl and bowed low to her.,set<<NN>> face<<NN>> softened<<VBD>> looked<<VBD>> Golden<<NNP>> Girl<<NNP>> bowed<<VBD>> low<<JJ>>
He thrust a hand to O'Keefe and to me.,thrust<<VBZ>> hand<<NN>> O'Keefe<<NNP>>
"""There is to be battle,"" he said.",is<<VBZ>> be<<VB>> battle<<NN>> said<<VBD>>
"""I go with Rador to call the armies of these frog people.",go<<VBP>> Rador<<NNP>> call<<VB>> armies<<NNS>> frog<<JJ>> people<<NNS>>
As for me--Lakla has spoken.,Lakla<<NNP>> has<<VBZ>> spoken<<VBN>>
"There is no hope for--for mine Helma in life, but there is hope that we destroy the Shining Devil and give _mine_ Helma peace.",is<<VBZ>> hope<<NN>> mine<<JJ>> Helma<<NNP>> life<<NN>> is<<VBZ>> hope<<NN>> destroy<<VBP>> Shining<<NNP>> Devil<<NNP>> give<<VB>> _mine_<<JJ>> Helma<<NNP>> peace<<NN>>
"And with that I am well content, _ja!_ Well content!""",am<<VBP>> well<<RB>> content<<JJ>> _ja<<JJ>> _<<RB>> Well<<NNP>> content<<NN>>
He gripped our hands again.,gripped<<VBD>> hands<<NNS>> again<<RB>>
"""We will fight!""",will<<MD>> fight<<VB>>
he muttered.,muttered<<VBD>>
"""_Ja!_ And I will have vengeance!""",_Ja<<NN>> _<<NN>> will<<MD>> have<<VB>> vengeance<<NN>>
The sternness returned; and with a salute Rador and he were gone.,sternness<<NN>> returned<<VBD>> salute<<NN>> Rador<<NNP>> were<<VBD>> gone<<VBN>>
Two great tears rolled from the golden eyes of Lakla.,Two<<CD>> great<<JJ>> tears<<NNS>> rolled<<VBD>> golden<<JJ>> eyes<<NNS>> Lakla<<NNP>>
"""Not even the Silent Ones can heal those the Shining One has taken,"" she said.",Not<<RB>> even<<RB>> Silent<<JJ>> Ones<<NNS>> can<<MD>> heal<<VB>> Shining<<VBG>> One<<NN>> has<<VBZ>> taken<<VBN>> said<<VBD>>
"""He asked me--and it was better that I tell him.",asked<<VBD>> was<<VBD>> better<<RBR>> tell<<VBP>>
"It is part of the Three's--_punishment_--but of that you will soon learn,"" she went on hurriedly.",is<<VBZ>> part<<NN>> Three<<NNP>> 's<<POS>> _punishment_<<NN>> will<<MD>> soon<<RB>> learn<<VB>> went<<VBD>> hurriedly<<RB>>
"""Ask me no questions now of the Silent Ones.",Ask<<VB>> questions<<NNS>> now<<RB>> Silent<<NNP>> Ones<<NNPS>>
"I thought it better for Olaf to go with Rador, to busy himself, to give his mind other than sorrow upon which to feed.""",thought<<VBD>> better<<JJR>> Olaf<<NNP>> go<<VB>> Rador<<NNP>> busy<<VB>> give<<VB>> mind<<NN>> other<<JJ>> sorrow<<VBP>> feed<<VB>>
"Up the path came five of the frog-women, bearing platters and ewers.",path<<NN>> came<<VBD>> five<<CD>> frog-women<<NNS>> bearing<<VBG>> platters<<NNS>> ewers<<NNS>>
Their bracelets and anklets of jewels were tinkling; their middles covered with short kirtles of woven cloth studded with the sparkling ornaments.,bracelets<<NNS>> anklets<<NNS>> jewels<<NNS>> were<<VBD>> tinkling<<VBG>> middles<<NNS>> covered<<VBN>> short<<JJ>> kirtles<<NNS>> woven<<JJ>> cloth<<NNS>> studded<<VBD>> sparkling<<NN>> ornaments<<NNS>>
"And here let me say that if I have given the impression that the _Akka_ are simply magnified frogs, I regret it.",here<<RB>> let<<VB>> say<<VB>> have<<VBP>> given<<VBN>> impression<<NN>> _Akka_<<NN>> are<<VBP>> simply<<RB>> magnified<<JJ>> frogs<<NNS>> regret<<VBP>>
"Frog-like they are, and hence my phrase for them--but as unlike the frog, as we know it, as man is unlike the chimpanzee.",are<<VBP>> hence<<RB>> phrase<<NN>> frog<<NN>> know<<VBP>> man<<NN>> is<<VBZ>> chimpanzee<<NN>>
"Springing, I hazard, from the stegocephalia, the ancestor of the frogs, these batrachians followed a different line of evolution and acquired the upright position just as man did his from the four-footed folk.",Springing<<VBG>> hazard<<VBP>> stegocephalia<<NN>> ancestor<<NN>> frogs<<NNS>> batrachians<<NNS>> followed<<VBD>> different<<JJ>> line<<NN>> evolution<<NN>> acquired<<VBD>> upright<<JJ>> position<<NN>> just<<RB>> man<<NN>> did<<VBD>> four-footed<<JJ>> folk<<NN>>
"The great staring eyes, the shape of the muzzle were frog-like, but the highly developed brain had set upon the head and shape of it vital differences.",great<<JJ>> staring<<JJ>> eyes<<NNS>> shape<<NN>> muzzle<<NN>> were<<VBD>> frog-like<<JJ>> highly<<RB>> developed<<JJ>> brain<<NN>> had<<VBD>> set<<VBN>> head<<NN>> shape<<NN>> vital<<JJ>> differences<<NNS>>
"The forehead, for instance, was not low, flat, and retreating--its frontal arch was well defined.",forehead<<NN>> instance<<NN>> was<<VBD>> not<<RB>> low<<JJ>> flat<<JJ>> retreating<<VBG>> frontal<<JJ>> arch<<NN>> was<<VBD>> well<<RB>> defined<<VBN>>
"The head was, in a sense, shapely, and with the females the great horny carapace that stood over it like a fantastic helmet was much modified, as were the spurs that were so formidable in the male; colouration was different also.",head<<NN>> was<<VBD>> sense<<NN>> shapely<<RB>> females<<NNS>> great<<JJ>> horny<<JJ>> carapace<<NN>> stood<<VBD>> fantastic<<JJ>> helmet<<NN>> was<<VBD>> much<<RB>> modified<<VBN>> were<<VBD>> spurs<<NNS>> were<<VBD>> so<<RB>> formidable<<JJ>> male<<NN>> colouration<<NN>> was<<VBD>> different<<JJ>> also<<RB>>
"The torso was upright; the legs a little bent, giving them their crouching gait--but I wander from my subject.",torso<<NN>> was<<VBD>> upright<<JJ>> legs<<FW>> little<<JJ>> bent<<NN>> giving<<VBG>> crouching<<NN>> gait<<NN>> wander<<VBP>> subject<<NN>>
*1 *1 The _Akka_ are viviparous.,*1<<NN>> *1<<VBZ>> _Akka_<<NN>> are<<VBP>> viviparous<<JJ>>
"The female produces progeny at five-year intervals, never more than two at a time.",female<<JJ>> produces<<VBZ>> progeny<<NN>> five-year<<JJ>> intervals<<NNS>> never<<RB>> more<<JJR>> two<<CD>> time<<NN>>
"They are monogamous, like certain of our own _Ranidae_.",are<<VBP>> monogamous<<JJ>> certain<<JJ>> own<<JJ>> _Ranidae_<<NN>>
"Pending my monograph upon what little I had time to learn of their interesting habits and customs, the curious will find instruction and entertainment in Brandes and Schvenichen's _Brutpfleige der Schwanzlosen Bat rachier_, p. 395; and Lilian V. Sampson's _Unusual Modes of Breeding among Anura_, Amer.",Pending<<VBG>> monograph<<NN>> little<<JJ>> had<<VBD>> time<<NN>> learn<<VB>> interesting<<JJ>> habits<<NNS>> customs<<NNS>> curious<<JJ>> will<<MD>> find<<VB>> instruction<<NN>> entertainment<<NN>> Brandes<<NNP>> Schvenichen<<NNP>> 's<<POS>> _Brutpfleige<<JJ>> der<<NN>> Schwanzlosen<<NNP>> Bat<<NNP>> rachier_<<NN>> p.<<VBZ>> 395<<CD>> Lilian<<JJ>> V.<<NNP>> Sampson<<NNP>> 's<<POS>> _Unusual<<JJ>> Modes<<NNP>> Breeding<<NNP>> Anura_<<NNP>> Amer<<NNP>>
Nat.,Nat<<NNP>>
"xxxiv., 1900.--W.",xxxiv.<<NN>> 1900.<<CD>> W<<NNP>>
T. G. They set their burdens down.,T.<<NNP>> G.<<NNP>> set<<VBP>> burdens<<NNS>>
Larry looked at them with interest.,Larry<<NNP>> looked<<VBD>> interest<<NN>>
"""You surely have those things well trained, Lakla,"" he said.",surely<<RB>> have<<VBP>> things<<NNS>> well<<RB>> trained<<VBN>> Lakla<<NNP>> said<<VBD>>
"""Things!""",Things<<NNS>>
"The handmaiden arose, eyes flashing with indignation.",handmaiden<<NN>> arose<<NN>> eyes<<NNS>> flashing<<VBG>> indignation<<NN>>
"""You call my _Akka_ things!""",call<<VBP>> _Akka_<<JJ>> things<<NNS>>
"""Well,"" said Larry, a bit taken aback, ""what do you call them?""",Well<<RB>> said<<VBD>> Larry<<NNP>> bit<<NN>> taken<<VBN>> aback<<RB>> do<<VBP>> call<<VB>>
"""My _Akka_ are a _people_,"" she retorted.",_Akka_<<NN>> are<<VBP>> _people_<<NN>> retorted<<VBD>>
"""As much a people as your race or mine.",As<<RB>> much<<JJ>> people<<NNS>> race<<NN>> mine<<NN>>
"They are good and loyal, and they have speech and arts, and they slay not, save for food or to protect themselves.",are<<VBP>> good<<JJ>> loyal<<JJ>> have<<VBP>> speech<<VBN>> arts<<NNS>> slay<<VBP>> not<<RB>> save<<VB>> food<<NN>> protect<<VB>>
"And I think them beautiful, Larry, _beautiful_!""",think<<VBP>> beautiful<<JJ>> Larry<<NNP>> _beautiful_<<NN>>
She stamped her foot.,stamped<<VBD>> foot<<NN>>
"""And you call them--_things_!""",call<<VBP>> _things_<<NN>>
Beautiful!,Beautiful<<JJ>>
These?,
"Yet, after all, they were, in their grotesque fashion.",Yet<<RB>> were<<VBD>> grotesque<<JJ>> fashion<<NN>>
"And to Lakla, surrounded by them, from babyhood, they were not strange, at all.",Lakla<<NNP>> surrounded<<VBN>> babyhood<<NN>> were<<VBD>> not<<RB>> strange<<JJ>>
Why shouldn't she think them beautiful?,Why<<WRB>> should<<MD>> n't<<RB>> think<<VB>> beautiful<<VB>>
"The same thought must have struck O'Keefe, for he flushed guiltily.",same<<JJ>> thought<<NN>> must<<MD>> have<<VB>> struck<<VBN>> O'Keefe<<NNP>> flushed<<VBD>> guiltily<<RB>>
"""I think them beautiful, too, Lakla,"" he said remorsefully.",think<<VBP>> beautiful<<JJ>> too<<RB>> Lakla<<NNP>> said<<VBD>> remorsefully<<RB>>
"""It's my not knowing your tongue too well that traps me.",'s<<VBZ>> not<<RB>> knowing<<VBG>> tongue<<NN>> too<<RB>> well<<RB>> traps<<NNS>>
"_Truly_, I think them beautiful--I'd tell them so, if I knew their talk.""",_Truly_<<NN>> think<<VBP>> beautiful<<JJ>> 'd<<MD>> tell<<VB>> so<<RB>> knew<<VBD>> talk<<NN>>
"Lakla dimpled, laughed--spoke to the attendants in that strange speech that was unquestionably a language; they bridled, looked at O'Keefe with fantastic coquetry, cracked and boomed softly among themselves.",Lakla<<NNP>> dimpled<<VBD>> laughed<<VBD>> spoke<<VBD>> attendants<<NNS>> strange<<JJ>> speech<<NN>> was<<VBD>> unquestionably<<RB>> language<<NN>> bridled<<VBD>> looked<<VBD>> O'Keefe<<NNP>> fantastic<<JJ>> coquetry<<NN>> cracked<<VBN>> boomed<<VBN>> softly<<RB>>
"""They say they like _you_ better than the men of Muria,"" laughed Lakla.",say<<VBP>> like<<VBP>> _you_<<VBP>> better<<JJR>> men<<NNS>> Muria<<NNP>> laughed<<VBD>> Lakla<<NNP>>
"""Did I ever think I'd be swapping compliments with lady frogs!""",Did<<NN>> ever<<RB>> think<<VBP>> 'd<<MD>> be<<VB>> swapping<<VBG>> compliments<<NNS>> lady<<JJ>> frogs<<NNS>>
he murmured to me.,murmured<<VBD>>
"""Buck up, Larry--keep your eyes on the captive Irish princess!""",Buck<<NNP>> up<<RB>> Larry<<NNP>> keep<<VB>> eyes<<NNS>> captive<<JJ>> Irish<<NNP>> princess<<NN>>
he muttered to himself.,muttered<<VBD>>
"""Rador goes to meet one of the _ladala_ who is slipping through with news,"" said the Golden Girl as we addressed ourselves to the food.",Rador<<NN>> goes<<VBZ>> meet<<VB>> one<<CD>> _ladala_<<NN>> is<<VBZ>> slipping<<VBG>> news<<NN>> said<<VBD>> Golden<<NNP>> Girl<<NNP>> addressed<<VBD>> food<<NN>>
"""Then, with Nak, he and Olaf go to muster the _Akka_--for there will be battle, and we must prepare.",Then<<RB>> Nak<<NNP>> Olaf<<NNP>> go<<VBP>> muster<<VB>> _Akka_<<NN>> will<<MD>> be<<VB>> battle<<NN>> must<<MD>> prepare<<VB>>
"Nak,"" she added, ""is he who went before me when you were dancing with Yolara, Larry.""",Nak<<NN>> added<<VBD>> is<<VBZ>> went<<VBD>> when<<WRB>> were<<VBD>> dancing<<VBG>> Yolara<<NNP>> Larry<<NNP>>
"She stole a swift, mischievous glance at him.",stole<<VBD>> swift<<NN>> mischievous<<JJ>> glance<<NN>>
"""He is headman of all the _Akka_.""",is<<VBZ>> headman<<JJ>> all<<PDT>> _Akka_<<NN>>
"""Just what forces can we muster against them when they come, darlin'?""",Just<<RB>> forces<<NNS>> can<<MD>> muster<<VB>> when<<WRB>> come<<VBP>> darlin<<NN>> '<<''>>
said Larry.,said<<VBD>> Larry<<NNP>>
"""Darlin'?""",Darlin<<NNP>> '<<POS>>
"--the Golden Girl had caught the caress of the word--""what's that?""",Golden<<NNP>> Girl<<NNP>> had<<VBD>> caught<<VBN>> caress<<NN>> word<<NN>> 's<<VBZ>>
"""It's a little word that means Lakla,"" he answered.",'s<<VBZ>> little<<JJ>> word<<NN>> means<<VBZ>> Lakla<<NNP>> answered<<VBD>>
"""It does--that is, when I say it; when you say it, then it means Larry.""",does<<VBZ>> is<<VBZ>> when<<WRB>> say<<VBP>> when<<WRB>> say<<VBP>> then<<RB>> means<<VBZ>> Larry<<NNP>>
"""I like that word,"" mused Lakla.",like<<VBP>> word<<NN>> mused<<VBD>> Lakla<<NNP>>
"""You can even say Larry darlin'!""",can<<MD>> even<<RB>> say<<VB>> Larry<<NNP>> darlin<<NNP>> '<<POS>>
suggested O'Keefe.,suggested<<VBN>> O'Keefe<<NNP>>
"""Larry darlin'!""",Larry<<NNP>> darlin<<NN>> '<<''>>
said Lakla.,said<<VBD>> Lakla<<NNP>>
"""When they come we shall have first of all my _Akka_--"" ""Can they fight, _mavourneen_?""",When<<WRB>> come<<VBP>> shall<<MD>> have<<VB>> first<<VBN>> _Akka_<<NN>> Can<<NNP>> fight<<VBD>> _mavourneen_<<FW>>
interrupted Larry.,interrupted<<VBN>> Larry<<NNP>>
"""Can they fight!",Can<<MD>> fight<<VB>>
"My _Akka_!""",_Akka_<<NN>>
Again her eyes flashed.,Again<<NNP>> eyes<<NNS>> flashed<<VBN>>
"""They will fight to the last of them--with the spears that give the swift rotting, covered, as they are, with the jelly of those _Saddu_ there--"" She pointed through a rift in the foliage across which, on the surface of the sea, was floating one of the moon globes--and now I know why Rador had warned Larry against a plunge there.",will<<MD>> fight<<VB>> last<<JJ>> spears<<NNS>> give<<VBP>> swift<<NN>> rotting<<NN>> covered<<VBD>> are<<VBP>> jelly<<NN>> _Saddu_<<NNP>> pointed<<VBD>> rift<<NN>> foliage<<NN>> surface<<NN>> sea<<NN>> was<<VBD>> floating<<VBG>> one<<CD>> moon<<NN>> globes<<NNS>> now<<RB>> know<<VBP>> why<<WRB>> Rador<<NNP>> had<<VBD>> warned<<VBN>> Larry<<NNP>> plunge<<NN>> there<<RB>>
"""With spears and clubs and with teeth and nails and spurs--they are a strong and brave people, Larry--darlin', and though they hurl the _Keth_ at them, it is slow to work upon them, and they slay even while they are passing into the nothingness!""",spears<<NNS>> clubs<<NNS>> teeth<<NNS>> nails<<NNS>> spurs<<NNS>> are<<VBP>> strong<<JJ>> brave<<JJ>> people<<NNS>> Larry<<NNP>> darlin<<NN>> '<<''>> hurl<<VBP>> _Keth_<<NN>> is<<VBZ>> slow<<JJ>> work<<VB>> slay<<VBD>> even<<RB>> are<<VBP>> passing<<VBG>> nothingness<<NN>>
"""And have we none of the _Keth_?""",have<<VBP>> none<<NN>> _Keth_<<NN>>
he asked.,asked<<VBD>>
"""No""--she shook her head--""none of their weapons have we here, although it was--it was the Ancient Ones who shaped them.""",shook<<VBD>> head<<NN>> none<<NN>> weapons<<NNS>> have<<VBP>> here<<RB>> was<<VBD>> was<<VBD>> Ancient<<NNP>> Ones<<NNPS>> shaped<<VBD>>
